id,name,salary,bonus,hiring_year,dismissing_year,occupation
1238,Stacie-Marsh,23862.34,4904.58,1995,2014,Ecologist
1239,Charles-Gibson,17088.44,3629.36,2006,2006,Marketing-Manager
1240,Jenna-Martinez,13551.22,1816.88,2015,2017,Proofreader
1241,Chad-Williams,36439.49,6460.4,2007,2018,Make
1242,Jonathan-Serrano,29066.15,6833.02,1991,2006,Contractor
1243,Stacie-Anderson,36964.14,3192.42,1984,2009,Interpreter
1244,Crystal-Fox,19869.08,2030.53,2022,2022,Hydrogeologist
1245,Gabrielle-Mcintyre,21992.4,3279.46,1997,2009,Acupuncturist
1246,Nicole-Anderson,24348.54,6065.74,1999,2017,Archaeologist
1247,Kaitlyn-Ho,4455.9,748.02,2015,2022,Copy
1248,Tasha-Barrera,31392.13,1514.76,1991,2000,Ophthalmologist
1249,Cheryl-Pena,17489.27,1462.84,2022,2023,Hydrogeologist
1250,Samantha-Elliott,8041.03,2926.14,2023,2023,Mechanical-Engineer
1251,Keith-Marsh,19654.54,207.84,1998,2005,Proofreader
1252,Bethany-Wong,12608.09,5596.07,1999,2005,Acupuncturist
1253,Wanda-Benson,34720.28,2543.46,1983,2016,Archivist
1254,Alice-Mathis,12528.71,3454.93,1998,2023,Illustrator
1255,Peter-Phillips,8047.57,4312.75,2000,2006,Production-Manager
1256,Morgan-Newman,12964.02,3663.43,2021,2021,Phytotherapist
1257,Cheryl-Patel,11567.54,1873.23,2007,2019,Dramatherapist
1258,Allen-Hester,36513.4,5013.61,1988,2001,Dietitian
1259,Kim-Pena,31537.77,683.01,1990,1990,Archivist
1260,Jackie-Murphy,11189.65,3157.19,2011,2023,Lawyer
1261,Madison-Hunt,17021.71,1349.04,2015,2018,Make
1262,Meredith-Taylor,21832.88,4318.27,2006,2018,Metallurgist
1263,Jared-Klein,24589.7,571.29,2010,2020,Counsellor
1264,Mike-Hester,34750.02,577.93,1989,2017,Paramedic
1265,Gregory-Hicks,18571.35,1027.19,1987,1989,Statistician
1266,Jared-Allen,5865.86,3368.83,2022,2022,Actor
1267,Wendy-Munoz,10025.49,3787.84,1985,2019,Osteopath
1268,Janice-Walton,33062.93,4748.42,1990,2004,Printmaker
1269,Nathan-Green,31525.0,5587.46,1983,2018,Hydrologist
1270,Tasha-Palmer,31550.41,528.67,1996,2019,Acupuncturist
1271,Eddie-Newman,26767.74,5259.59,1986,1992,Cybersecurity-Expert
1272,Derek-Benson,6623.45,2499.93,2006,2018,Osteopath
1273,Samantha-Newman,8431.17,4677.03,2007,2018,Homeopath
1274,Jonathan-Allen,2800.75,171.29,2010,2016,Lexicographer
1275,Kimberly-Lindsey,23396.45,4565.07,1987,2021,Barrister
1276,Gabrielle-Nelson,20534.03,6771.7,2006,2015,Actuary
1277,Larry-Shaw,9205.81,4512.92,1980,1999,Ergonomist
1278,Kathleen-Gordon,17709.23,2099.31,2009,2023,Printmaker
1279,Cheryl-Oneill,16736.38,2219.17,2021,2021,Orthoptist
1280,Corey-Rodriguez,18701.14,5890.22,1982,2010,Immunologist
1281,Robert-Nelson,6689.44,6442.84,2023,2023,Proofreader
1282,Tiffany-Bates,11828.2,3611.78,2003,2003,Paramedic
1283,Troy-Bates,7892.46,6501.61,2022,2023,Arboriculturist
1284,Alice-Barrera,14726.12,1739.49,1993,2020,Contractor
1285,Sonya-Smith,16546.12,6678.06,2003,2021,Psychotherapist
1286,Brianna-Weaver,10626.86,5083.2,2012,2013,Actor
1287,Bobby-Bennett,36944.99,3390.74,1982,2010,Operation-Manager
1288,Amber-Ho,5563.62,814.52,2002,2003,Bookseller
1289,Curtis-Murphy,10252.85,5073.12,1995,1995,Homeopath
1290,Andre-Thomas,10627.74,1205.92,1992,2019,Homeopath
1291,Jackie-Nelson,23548.86,5948.13,2022,2023,Artist
1292,Mitchell-Martinez,6745.19,5685.95,2020,2023,Curator
1293,Deborah-Mitchell,8860.65,5686.25,2017,2017,Barrister
1294,Jimmy-Stevenson,20858.77,2293.51,1998,2015,Psychotherapist
1295,Brad-Watson,20264.85,834.39,1984,2011,Arboriculturist
1296,Shannon-Gray,26836.35,2018.28,2002,2014,Microbiologist
1297,Caroline-Rodriguez,3107.24,1283.99,2014,2014,Software-Engineer
1298,Thomas-Fox,5106.9,346.63,2022,2022,Dancer
1299,Crystal-Newman,9466.48,4750.76,2009,2016,Marketing-Manager
1300,Richard-Rhodes,21559.01,2924.2,1999,2009,Orthoptist
1301,Justin-Watts,15154.86,1436.83,2017,2019,Curator
1302,Eric-Klein,15312.55,1932.51,2016,2016,Make
1303,Beverly-Palmer,4614.24,2153.64,2007,2012,Barista
1304,Denise-Gordon,34432.33,2201.14,1990,2009,Psychotherapist
1305,Taylor-Parks,22861.07,4341.25,2018,2023,Administrator
1306,Dawn-Riley,30459.22,6927.55,1990,2002,Administrator
1307,Phillip-Anderson,37078.2,3431.58,1988,2011,Psychiatrist
1308,Joanna-Morris,4380.5,2637.33,2008,2011,Herbalist
1309,Nathaniel-Dixon,10030.29,4106.22,2020,2021,Psychiatrist
1310,Cassandra-Oneill,29520.16,3645.58,2000,2007,Archivist
1311,Martha-Stevenson,12494.15,5733.66,1981,2015,Geochemist
1312,Stacey-Dixon,31558.61,1482.55,1984,2003,Animator
1313,George-Johnson,25140.05,2086.08,1980,1997,Economist
1314,Kristen-Rhodes,8950.92,3746.24,2023,2023,Printmaker
1315,Allen-Hayes,22476.98,5310.49,1992,2000,Barrister
1316,Wayne-Peterson,21175.82,6717.27,1991,2009,Geoscientist
1317,Cheryl-Martinez,10915.17,2308.46,2020,2020,Podiatrist
1318,Candace-Watson,8912.73,5080.98,2005,2007,Psychotherapist
1319,Joanna-Taylor,7209.67,1491.76,2019,2022,Curator
1320,Keith-Howell,34354.08,6318.62,1983,2023,Hydrologist
1321,Henry-Ho,5173.67,2739.81,2015,2022,Paramedic
1322,Latasha-Christian,4726.41,4313.26,2001,2018,Barista
1323,Nancy-Gordon,23391.08,3494.41,2009,2020,Lawyer
1324,Todd-Herrera,25975.3,3179.23,1984,2007,Arboriculturist
1325,Steven-King,4591.63,2837.08,2021,2021,Illustrator
1326,Morgan-Costa,34259.79,5956.53,1981,2006,Archaeologist
1327,Vanessa-Gordon,22700.61,3037.93,1989,2003,Software-Engineer
1328,Audrey-Baker,7176.82,6311.73,2003,2005,Herpetologist
1329,Timothy-Hester,35242.18,6498.1,1993,1995,Phytotherapist
1330,Breanna-Patel,6043.69,3721.29,2022,2023,Oceanographer
1331,Gary-Costa,8636.86,393.96,2009,2011,Surgeon
1332,Rachel-Trevino,18596.74,1778.76,2004,2010,Banker
1333,Mariah-Mitchell,8978.5,2188.92,2020,2020,Haematologist
1334,Mariah-Wong,29796.83,2527.93,2015,2022,Artist
1335,Ryan-Hester,36446.25,5803.76,1981,2002,Hydrogeologist
1336,David-Hunt,24023.94,1812.96,1997,2003,Haematologist
1337,Jose-Flores,6273.36,4246.68,2022,2022,Pathologist
1338,Cheryl-Flores,19314.9,4954.72,2000,2014,Marketing-Manager
1339,Renee-Woods,23995.32,6683.83,2003,2022,Interpreter
1340,Stephanie-Hale,5996.67,952.6,2022,2022,Lobbyist
1341,Anthony-Marsh,6930.61,829.19,2023,2023,Solicitor
1342,Vanessa-Arias,11124.09,2595.26,2015,2021,Neurosurgeon
1343,Rhonda-Garrett,35251.16,4975.04,1992,1992,Pathologist
1344,Patricia-Herrera,34087.43,1408.05,1996,2008,Actuary
1345,Carol-Barrera,32995.6,1851.33,2000,2021,Microbiologist
1346,Randall-Malone,27162.99,5821.31,1982,2023,Copy
1347,Ronald-Bates,21438.71,1172.25,1993,2001,Sub
1348,Lydia-Trevino,14421.63,2110.45,2018,2018,Network-Administrator
1349,Kathryn-Rodriguez,30449.97,6154.64,2004,2009,Curator
1350,Jessica-Munoz,19487.62,5668.89,1989,1998,Production-Manager
1351,Jared-Young,11333.52,5400.37,2023,2023,Toxicologist
1352,Heather-Riley,36574.4,746.21,1981,2003,Actuary
1353,Cesar-Weaver,17009.98,3886.21,1992,2003,Herpetologist
1354,Timothy-Watson,17714.31,551.58,2007,2019,Geoscientist
1355,Gwendolyn-Rose,31341.41,3982.23,1987,2018,Hydrogeologist
1356,Austin-Newman,29329.64,3692.27,2013,2023,Administrator
1357,Latoya-Rhodes,9595.42,4948.05,2018,2021,Oceanographer
1358,Teresa-Young,13874.14,4700.86,2021,2023,Printmaker
1359,Pamela-Murphy,18776.35,853.09,2023,2023,Animator
1360,Scott-Diaz,19643.35,5035.88,1994,2017,Geoscientist
1361,Jay-Hester,18290.98,4512.63,2012,2023,Psychiatrist
1362,Aaron-Stevenson,1704.54,1470.67,2020,2021,Ophthalmologist
1363,Valerie-Stevenson,22094.86,2205.09,2000,2016,Actor
1364,Sheryl-Smith,5347.29,1232.46,2001,2012,Archaeologist
1365,Bruce-Trevino,15050.51,3872.86,2014,2017,Psychiatrist
1366,Lisa-White,17061.31,3326.54,2009,2019,Arboriculturist
1367,Bethany-Mcdonald,14296.92,1993.16,1989,2009,Neurosurgeon
1368,Barbara-Gonzalez,20540.97,3853.1,2012,2019,Network-Administrator
1369,Grant-Mitchell,14849.2,3423.71,2023,2023,Artist
1370,Christine-Mitchell,32460.97,1735.88,2000,2004,Dietitian
1371,Cindy-Trevino,26215.57,1654.0,2002,2003,Microbiologist
1372,Julia-Nelson,8754.12,255.32,2022,2023,Recruitment-Specialist
1373,Juan-Serrano,35228.8,3289.21,1988,1989,Actuary
1374,Laura-Nelson,26160.33,4086.08,2001,2018,Land
1375,Lucas-Elliott,18570.97,3127.21,2001,2019,Lexicographer
1376,Jonathan-Peterson,20019.39,613.91,2009,2019,Curator
1377,Kim-Parks,22031.19,2504.63,2001,2022,Mechanical-Engineer
1378,Julia-Rhodes,12954.35,3986.69,2020,2023,Network-Administrator
1379,Heather-Mcdonald,12834.01,6448.93,1985,1996,Osteopath
1380,Dylan-Gibson,36910.45,6613.35,1982,1982,Herbalist
1381,Wanda-Fernandez,17849.1,502.6,2011,2016,Land
1382,Michael-Cook,11230.97,5304.31,2001,2014,Quality manager
1383,David-Pena,22858.13,6095.9,1987,1989,Dancer
1384,Allen-Green,11487.45,1150.36,2016,2023,Arboriculturist
1385,Sheryl-Martin,34320.35,6710.83,1985,1996,Oncologist
1386,Susan-Woods,25803.43,2708.44,2010,2022,Counsellor
1387,Cory-Woods,17690.39,5735.35,1981,2013,Geochemist
1388,Lauren-Barker,30870.58,646.1,1985,1991,Barrister
1389,Lorraine-Walker,28291.34,4190.75,2005,2020,Graphic-Designer
1390,Laura-Phillips,15327.17,6082.87,2022,2022,Astronomer
1391,Lorraine-Coffey,22861.93,3294.58,2008,2014,Curator
1392,Joel-Phillips,26815.38,6899.45,1985,2023,Software-Engineer
1393,Sara-Wolfe,15919.18,6520.6,2003,2008,Lexicographer
1394,Patty-Flores,24588.81,1034.19,2010,2018,Chiropodist
1395,Jackie-Shaw,8343.69,5171.33,2017,2018,Barrister
1396,Annette-Alvarez,3859.9,1131.0,2022,2023,Herbalist
1397,Isaiah-Serrano,23658.04,1513.44,1990,2005,Quality manager
1398,Sheryl-Hicks,20226.31,4367.52,1986,2012,Banker
1399,Candace-Odom,20803.73,2478.6,1991,2020,Marketing-Manager
1400,Mark-Diaz,33169.06,3706.37,1981,2015,Animator
1401,Shelby-Stevenson,17250.1,3478.24,2019,2020,Cartographer
1402,Ann-Bennett,17877.18,6041.05,1992,1993,Software-Engineer
1403,Rachel-Dixon,25759.2,3411.17,1981,1981,Geochemist
1404,Mary-Sexton,4915.42,1408.91,2023,2023,Counsellor
1405,Cassidy-Flores,32441.28,2939.21,1994,1999,Interpreter
1406,Katie-Oneill,33753.69,3435.75,1999,2002,Microbiologist
1407,Alexander-Christian,15527.85,4441.75,1985,1992,Osteopath
1408,Tracy-Howell,31440.08,3191.39,2000,2017,Dietitian
1409,Curtis-Barrera,13552.54,6961.47,2006,2015,Dramatherapist
1410,Patrick-Patel,22793.61,2256.67,1980,1996,Economist
1411,Jon-Alvarez,17433.93,226.83,2019,2023,Administrator
1412,Wanda-Fernandez,6737.24,1644.24,2019,2022,Cartographer
1413,Peter-Allen,32669.0,5197.83,1981,1994,Architect
1414,Alexa-Davis,3577.83,2549.13,2021,2021,Marketing-Manager
1415,Stephanie-Johnson,28679.13,3657.81,2005,2015,Chiropractor
1416,Savannah-Costa,33903.41,2511.35,1984,2020,Writer
1417,Beverly-Watts,3845.8,752.94,2012,2018,Ecologist
1418,Albert-Odom,32914.85,467.54,1984,1988,Animator
1419,Luis-Green,32638.61,6432.31,1980,2002,Mudlogger
1420,Sandra-Garrett,5173.03,2546.42,2022,2022,Make
1421,Nichole-Jones,9188.6,3553.33,2015,2016,Pharmacologist
1422,Joel-Gordon,20153.73,4225.94,2011,2021,Dentist
1423,Allen-Herrera,17942.85,3497.11,2014,2014,Toxicologist
1424,Betty-Rhodes,35285.39,2032.44,1980,2020,Economist
1425,Mitchell-Munoz,26223.1,5700.8,2014,2015,Archivist
1426,Gina-Fox,37561.81,6151.03,1982,1998,Homeopath
1427,Laura-Thomas,14048.31,3765.98,2023,2023,Astronomer
1428,Gabrielle-Bates,8992.63,6065.53,2012,2019,Lawyer
1429,Sandra-Alvarez,29407.48,4789.85,1985,1986,Meteorologist
1430,Wesley-Palmer,5269.5,1190.87,2020,2021,Make
1431,Alice-Cook,26858.46,3754.61,1999,2004,Interpreter
1432,Wanda-Soto,24508.91,1469.82,1988,2022,Meteorologist
1433,Kristina-Harrison,8688.15,1864.74,2002,2016,Sub
1434,Travis-Rhodes,18568.93,3063.1,2006,2023,Land
1435,Kevin-Stevenson,33320.55,995.52,1987,2000,Neurosurgeon
1436,Heather-Johnson,37797.12,4452.55,1990,2008,Dentist
1437,Kimberly-Christian,2878.05,1718.39,2021,2023,Mudlogger
1438,Brittany-Gonzalez,13234.71,6287.25,2001,2010,Neurosurgeon
1439,Nichole-Murphy,36120.11,3162.82,1985,2007,Acupuncturist
1440,Ann-Lindsey,34018.49,5833.36,1988,2023,Printmaker
1441,Derek-Hill,10096.86,867.57,2022,2022,Printmaker
1442,Anita-Oneill,30945.38,3999.27,1981,2011,Immunologist
1443,Patricia-Peterson,21807.39,3182.52,1998,2001,Firefighter
1444,Shannon-Rhodes,6389.3,4382.07,2015,2023,Operation-Manager
1445,Ana-Diaz,11876.89,393.34,1980,2004,Ergonomist
1446,Cassidy-Barrera,12574.54,615.54,1994,2003,Oncologist
1447,Alexa-Gordon,25818.95,4327.5,1988,2004,Oncologist
1448,Ann-Garrett,5203.1,2304.74,2021,2022,Bookseller
1449,Betty-Gray,34401.6,5993.62,1993,1994,Recruitment-Specialist
1450,Thomas-Jones,21557.4,2554.13,1989,2018,Neurosurgeon
1451,Tina-Brown,26890.46,311.32,1980,2018,Marketing-Manager
1452,Derek-Marsh,35446.23,3075.87,1995,2023,Acupuncturist
1453,Jessica-Malone,29525.97,456.24,2010,2023,Administrator
1454,Henry-Lindsey,16264.2,2517.33,2017,2021,Curator
1455,Jasmine-Smith,32132.92,3448.38,1995,2019,Physiotherapist
1456,Emily-Cook,35870.77,2435.3,1997,2008,Microbiologist
1457,Kathleen-Barker,8803.58,3806.36,2010,2022,Meteorologist
1458,Seth-Weber,34933.09,2728.55,1981,2020,Counsellor
1459,Ana-Walton,27320.19,5943.34,1984,2012,Osteopath
1460,Dylan-Taylor,35601.73,5690.14,1983,2003,Psychotherapist
1461,Gary-Williams,1402.53,999.72,2016,2023,Production-Manager
1462,Kristy-Weber,37443.02,641.65,1980,1994,Quality manager
1463,Kyle-Woods,15022.98,3930.63,2013,2015,Optometrist
1464,Daniel-Rose,35338.39,6784.01,1982,1995,Solicitor
1465,Meredith-Woods,25885.17,1415.12,2016,2018,Archivist
1466,Jason-Green,27202.28,5182.6,1983,2019,Pharmacologist
1467,Cassidy-Parks,8978.5,1242.0,2022,2023,Firefighter
1468,Yvette-Baker,37508.79,4889.24,1980,1989,Hydrologist
1469,Carrie-Coffey,24837.34,6088.37,2020,2023,Artist
1470,Lisa-Mcdonald,17275.04,2765.16,1995,1997,Dancer
1471,Walter-Gallagher,25370.71,4828.5,1984,1992,Arboriculturist
1472,Stacey-Mcdonald,27962.09,4935.05,2005,2012,Chiropractor
1473,Darius-Serrano,22198.16,5843.37,2002,2005,Land
1474,Alexandra-Hale,7298.7,5805.69,2000,2015,Writer
1475,Chelsea-Woods,27622.29,6834.54,1981,1990,Immunologist
1476,Rachel-Martin,29780.89,6717.55,1989,2009,Ecologist
1477,Cassidy-Williams,7851.1,3704.19,2022,2022,Neurosurgeon
1478,Cindy-Garrett,4370.14,3452.21,2008,2016,Software-Engineer
1479,Maxwell-Riley,12940.4,4643.03,2008,2021,Microbiologist
1480,Shannon-White,17244.4,4689.76,2013,2013,Optometrist
1481,Edward-Soto,13042.15,2163.12,2017,2021,Programmer
1482,Gina-Anderson,36356.22,4314.96,1987,2006,Homeopath
1483,Sarah-Banks,22600.02,1113.33,2019,2023,Archivist
1484,Marc-Martinez,21443.29,1304.22,2015,2021,Counsellor
1485,Emily-Morris,5201.25,1800.26,2015,2015,Copy
1486,Jackie-Wilkinson,13070.78,6818.44,1982,2021,Copy
1487,Dan-Wolfe,25452.17,4392.06,2014,2020,Ophthalmologist
1488,Kristen-Benson,15392.36,923.22,2021,2023,Toxicologist
1489,Courtney-Anderson,9286.36,3046.0,2023,2023,Astronomer
1490,Andrew-Hayes,22887.41,1476.27,2003,2015,Metallurgist
1491,Briana-Dixon,17455.91,2268.99,2015,2016,Curator
1492,Seth-Watson,26468.05,5051.73,2006,2019,Graphic-Designer
1493,Julie-Brown,11403.3,5919.8,1994,2008,Herpetologist
1494,Christopher-Gibson,30385.77,4978.88,1984,1988,Animator
1495,Kristen-Arias,36101.25,1058.9,1982,2011,Optometrist
1496,Laurie-Nelson,31468.03,5995.26,1987,1998,Chiropodist
1497,Stacy-Sexton,34948.66,6399.02,1988,2014,Interpreter
1498,Kristen-Fox,33449.29,2514.9,2014,2019,Artist
1499,Dana-Wolfe,2171.59,107.04,2022,2023,Interpreter
1500,Tara-Phillips,11944.23,2761.52,2011,2013,Lawyer
1501,Mike-Murphy,31419.22,5766.58,1999,2000,Dramatherapist
1502,George-Klein,23000.63,3324.63,1990,2018,Barrister
1503,Kristen-Alvarez,12760.2,6789.82,1995,2003,Software-Engineer
1504,Sierra-Malone,13913.87,4752.32,1992,2020,Homeopath
1505,Rachel-Riley,23188.16,2453.11,1993,1998,Contractor
1506,Henry-Hayes,11617.29,256.47,1990,2000,Copy
1507,Kathryn-Baker,4480.81,2179.61,2021,2021,Interpreter
1508,Samantha-Perez,31377.29,1089.72,1981,2018,Arboriculturist
1509,Lorraine-Gonzalez,29381.36,1959.3,1994,2002,Chiropodist
1510,Zachary-Johnson,19672.6,618.93,1987,1993,Statistician
1511,Laura-Dixon,6331.14,875.87,2022,2023,Oceanographer
1512,Robert-Young,13148.27,4014.76,2019,2020,Curator
1513,Cory-Odom,27166.57,3529.24,1980,2023,Barista
1514,Alyssa-Bennett,33886.15,216.82,2010,2014,Translator
1515,Jason-Munoz,25186.78,681.09,1987,1999,Quality manager
1516,Yvonne-Martin,29837.82,698.13,1995,2022,Herbalist
1517,Evan-Gray,17473.52,6427.8,2008,2020,Proofreader
1518,Kevin-Martinez,17814.49,125.97,1989,2022,Pharmacologist
1519,Stephanie-Palmer,3835.27,3614.52,2023,2023,Land
1520,Mike-Elliott,22615.11,4896.45,1997,2018,Mechanical-Engineer
1521,Tammy-Green,15858.62,5764.05,1996,2015,Illustrator
1522,Deborah-Guerrero,23371.09,901.41,1992,2013,Toxicologist
1523,Maxwell-Dixon,16864.47,6953.53,2023,2023,Solicitor
1524,Christine-Weber,35786.34,2233.35,1981,1997,Dancer
1525,Martha-Hester,31784.27,5296.45,1987,2008,Optometrist
1526,Maxwell-Guerrero,32298.02,5281.9,1987,2020,Dancer
1527,Douglas-Anderson,20946.68,6970.58,1985,2022,Banker
1528,Daniel-Barker,35073.63,3580.4,1981,1981,Animator
1529,Shelley-Green,19566.63,6809.29,2001,2009,Haematologist
1530,Donna-Johnson,31452.63,6267.19,2001,2014,Curator
1531,Nicholas-Lindsey,35723.92,6481.49,1992,2022,Actor
1532,Cassidy-Garrett,28005.16,2388.24,1987,1997,Statistician
1533,Rachel-Malone,32035.51,2930.88,1990,1993,Archivist
1534,Randy-Thomas,16433.68,2009.92,2012,2022,Proofreader
1535,Juan-Johnson,11427.03,5840.23,2015,2022,Proofreader
1536,Kenneth-Barrera,32998.17,2447.09,1980,1998,Mudlogger
1537,Kelly-Kaiser,14426.28,1132.79,1999,2001,Mudlogger
1538,Brandi-Brown,13189.79,3735.12,2015,2016,Programmer
1539,Ashley-Lindsey,34290.46,5489.2,1984,1992,Osteopath
1540,Sheryl-Rose,18097.39,5481.54,1991,1993,Homeopath
1541,Bradley-Phillips,3613.73,2761.65,2021,2021,Cartographer
1542,Laurie-Benson,17785.38,2855.56,2004,2022,Pathologist
1543,Jeffrey-Rhodes,36109.6,3859.3,1986,1993,Herbalist
1544,Jay-Perez,1459.24,1215.17,2022,2022,Ecologist
1545,Antonio-Bates,32367.65,2454.68,1982,2010,Network-Administrator
1546,Anthony-Bennett,20642.41,5444.76,1981,1981,Geochemist
1547,Gordon-Wilkinson,30708.14,5306.18,1985,2013,Dealer
1548,Michele-Walton,8357.69,4189.88,2004,2005,Cybersecurity-Expert
1549,Andrew-Bennett,13425.76,3648.57,1981,2013,Midwife
1550,Johnny-Smith,34021.51,2812.19,1997,2009,Surgeon
1551,Meredith-Morris,12072.0,4607.02,2023,2023,Administration-Assistant
1552,Leah-Malone,27765.79,674.08,1992,2000,Toxicologist
1553,Nancy-Harrison,30695.3,3678.71,1980,2001,Pharmacologist
1554,Victor-Wilkinson,19399.56,2529.35,1992,1996,Herpetologist
1555,Alexander-Weaver,11639.43,2809.66,2013,2022,Neurosurgeon
1556,Tracy-Munoz,11154.76,2218.73,2022,2022,Printmaker
1557,Kelly-Weber,21322.48,3556.72,1993,2007,Meteorologist
1558,Madison-Murphy,8671.27,4445.13,2019,2022,Pathologist
1559,Walter-Wong,5482.18,1760.13,1996,2020,Oncologist
1560,Meredith-Diaz,37132.35,4055.43,1980,2020,Metallurgist
1561,Joseph-Lindsey,25406.39,6407.96,1986,2016,Proofreader
1562,Jim-Kaiser,30268.41,2338.73,1999,2019,Astronomer
1563,Randy-Rhodes,21524.96,5902.42,2011,2018,Orthoptist
1564,Peter-Rodriguez,29070.01,2091.08,1997,2019,Chiropodist
1565,Jill-Oneill,17894.23,3474.61,2005,2013,Dramatherapist
1566,Randy-Davis,24241.23,5141.22,1999,2015,Orthoptist
1567,Brittany-Robinson,31468.33,5142.93,2000,2009,Microbiologist
1568,Nathaniel-Rice,8341.71,1795.84,2018,2022,Actor
1569,Kristina-Mcdonald,15413.24,1442.45,1982,2004,Copy
1570,Andrew-Gallagher,2935.6,1501.63,2022,2023,Cybersecurity-Expert
1571,Kathryn-Perez,7380.15,6036.59,2008,2022,Illustrator
1572,Eddie-Newman,31074.53,3209.64,1999,2003,Gaffer
1573,Brian-Green,10520.79,3953.12,1988,2011,Economist
1574,Alexander-Walton,30270.8,6692.45,2016,2019,Administration-Assistant
1575,Jon-Wilkinson,17476.52,5255.77,2004,2013,Marketing-Manager
1576,Gabrielle-Jones,14858.66,5140.27,2006,2014,Marketing-Manager
1577,Meredith-Peterson,21662.69,4992.72,2007,2008,Mechanical-Engineer
1578,Ryan-Flores,24819.03,6192.65,2003,2008,Interpreter
1579,Andrew-Fox,3129.46,1021.21,2011,2016,Software-Engineer
1580,Joyce-Shaw,22307.96,5035.96,1987,1989,Marketing-Manager
1581,Patrick-Costa,11998.49,4573.13,2019,2021,Curator
1582,Jacob-Rhodes,12800.27,3341.21,2017,2017,Physiotherapist
1583,Madison-Wong,30705.89,3130.46,2012,2012,Translator
1584,William-Wilkinson,11332.14,6420.29,2013,2014,Mudlogger
1585,Cheryl-Malone,10565.74,1331.36,2018,2022,Counsellor
1586,Laurie-Weber,21582.59,4432.71,1991,2001,Marketing-Manager
1587,Dean-Guerrero,30557.4,4172.38,2002,2004,Photographer
1588,Lorraine-Kaiser,16039.33,5871.49,2019,2023,Banker
1589,Cindy-Banks,13639.12,4330.38,2020,2023,Psychiatrist
1590,Kim-Soto,33366.83,5369.22,1982,2006,Chiropodist
1591,Adam-Walker,7906.35,1370.11,2022,2022,Banker
1592,Bobby-Rhodes,17912.87,4346.69,1995,1997,Arboriculturist
1593,Christian-Gray,3037.92,1688.04,2022,2022,Haematologist
1594,Lydia-Banks,22339.08,5544.56,1997,2019,Haematologist
1595,Teresa-Gonzalez,18285.05,1710.37,2009,2018,Surgeon
1596,Madison-Williams,29070.1,2847.06,1984,1997,Animator
1597,Janice-Martinez,16040.59,3519.3,2002,2006,Haematologist
1598,Darius-Elliott,9370.04,443.92,2015,2022,Pharmacologist
1599,Victoria-Gonzalez,17885.98,2569.95,2009,2010,Surgeon
1600,Yvette-Weber,28978.26,871.79,2010,2017,Chiropodist
1601,Pamela-Gordon,16022.13,5739.7,2018,2023,Hydrologist
1602,Kristen-Mcdonald,13299.35,2402.2,2007,2021,Haematologist
1603,Robert-Christian,21232.19,3107.02,1993,2019,Sub
1604,Gene-Rodriguez,30833.93,2818.5,1987,2021,Orthoptist
1605,Chad-Barrera,15017.68,3343.24,2018,2023,Translator
1606,Jasmine-Fernandez,29245.7,2588.4,1997,2001,Solicitor
1607,Austin-Oneill,12878.84,542.93,2009,2022,Recruitment-Specialist
1608,Deanna-Odom,12315.29,3867.76,1985,2015,Osteopath
1609,Amanda-Sexton,22283.51,5230.28,1991,2003,Firefighter
1610,Tyler-Martinez,23682.05,299.26,1998,2017,Herbalist
1611,Chelsea-Munoz,34912.44,835.98,1996,2021,Graphic-Designer
1612,Patrick-Hester,32165.31,2259.87,1980,2008,Ergonomist
1613,Jenna-Martin,25263.96,3695.13,2019,2019,Artist
1614,Morgan-Lindsey,14385.91,1567.51,1999,2018,Archaeologist
1615,Taylor-Stevenson,28721.92,2532.42,2011,2020,Musician
1616,Megan-Murphy,20092.07,576.13,1987,2008,Operation-Manager
1617,Kim-Wolfe,7512.14,6887.52,2013,2013,Land
1618,Kristina-Hill,9234.52,2137.72,2014,2020,Haematologist
1619,Bonnie-Weaver,36890.3,255.7,1989,2020,Translator
1620,Kim-Kaiser,2823.81,2229.66,2007,2023,Sub
1621,Tyler-Anderson,36235.53,4506.18,1984,1995,Osteopath
1622,Tara-Banks,10752.25,5117.84,1994,2022,Herpetologist
1623,Lorraine-Rodriguez,24366.83,1407.82,1982,1982,Copy
1624,Mariah-Barker,28183.84,1140.02,2002,2002,Photographer
1625,Brandy-Watson,37057.25,1651.49,1984,1986,Dramatherapist
1626,Keith-Allen,13466.07,6065.45,2018,2022,Make
1627,Tasha-Anderson,16566.53,2129.26,2003,2005,Lexicographer
1628,Matthew-Green,29896.87,1181.52,1985,2007,Toxicologist
1629,Jenna-Malone,37032.95,1502.45,1981,1984,Copy
1630,Lucas-Weber,24974.16,950.96,1987,2011,Meteorologist
1631,Michelle-Miller,29274.19,4516.55,2014,2018,Administrator
1632,James-Alvarez,27340.63,2206.29,1981,2014,Geochemist
1633,Audrey-Watts,35450.52,5381.36,1980,2003,Cybersecurity-Expert
1634,Brad-Gibson,36255.71,6147.21,1981,2018,Immunologist
1635,Andre-Klein,25490.94,5264.99,1989,1993,Neurosurgeon
1636,Angela-Hester,27693.66,1722.63,1992,2008,Toxicologist
1637,Anne-King,16336.57,2650.86,2022,2022,Artist
1638,Cory-Harrison,18605.81,2963.21,1988,2014,Arboriculturist
1639,Albert-Walker,30022.16,4586.23,1980,2005,Barista
