id,name,salary,bonus,hiring_year,dismissing_year,occupation
44542,Wanda-Alvarez,11591.7,3315.86,2009,2023,Marketing-Manager
44543,Sandra-Robinson,26267.6,1003.74,1986,1989,Writer
44544,Donald-Nelson,17792.89,4551.47,2019,2022,Metallurgist
44545,Stephanie-Sexton,5998.93,2512.37,2011,2017,Meteorologist
44546,Anita-Arias,19836.47,6561.34,1995,1998,Ecologist
44547,Nathan-Rodriguez,34719.72,1428.46,1989,2005,Actuary
44548,Dawn-Flores,14554.79,2887.26,2008,2016,Dancer
44549,Kelly-Phillips,32384.77,6214.66,1984,1985,Animator
44550,Monica-Patel,12281.34,1314.66,2022,2023,Firefighter
44551,Brandi-Phillips,22850.36,347.76,2001,2022,Land
44552,Renee-Hayes,20225.8,5949.16,2004,2007,Land
44553,Latasha-Palmer,14178.84,265.5,1998,2009,Acupuncturist
44554,Jack-Phillips,24455.39,4558.44,2003,2005,Interpreter
44555,Ryan-Hester,14324.36,1598.44,2019,2021,Gaffer
44556,Jesse-Marsh,34080.09,6557.2,1980,2015,Marketing-Manager
44557,Erik-Miller,24050.97,2002.12,1981,1989,Oceanographer
44558,Savannah-Williams,16199.9,2673.21,1994,1999,Oncologist
44559,Samuel-Jones,37454.69,3507.41,1980,2019,Sub
44560,Austin-Baker,33125.63,6984.91,2006,2006,Programmer
44561,Beverly-Fernandez,14684.21,2474.49,1992,2013,Production-Manager
44562,Nancy-Davis,36372.93,6413.61,1980,2000,Dancer
44563,Lisa-Walker,25458.66,321.74,1987,1991,Statistician
44564,Gabrielle-Nelson,15455.53,2975.8,2008,2015,Microbiologist
44565,Brian-Herrera,22463.97,346.27,1999,2019,Mechanical-Engineer
44566,Leah-Cook,23578.25,2278.78,2015,2021,Counsellor
44567,Johnathan-Mathis,29023.27,712.36,1980,2023,Mudlogger
44568,Megan-Wolfe,25343.83,1109.43,1985,2000,Quality manager
44569,Jared-Woods,14278.28,995.98,2002,2015,Photographer
44570,Teresa-Sexton,28739.61,4127.51,1987,2023,Dancer
44571,Jack-Hill,33647.42,1914.53,1980,2010,Lobbyist
44572,Cheryl-Mitchell,34479.72,556.22,1999,2022,Microbiologist
44573,Sarah-Fox,35071.72,2588.46,1985,1995,Software-Engineer
44574,Pamela-Rice,13931.45,2399.9,1992,2010,Cybersecurity-Expert
44575,Glenda-Bennett,17052.21,6116.94,2017,2022,Counsellor
44576,Kim-Barker,34568.83,2032.83,1980,2003,Ergonomist
44577,Anna-Brown,32240.75,1625.6,1995,2012,Physiotherapist
44578,Zachary-Phillips,18224.21,5604.22,2019,2022,Archivist
44579,Sheila-Smith,36234.28,3688.95,1991,2001,Pathologist
44580,Tonya-Wilkinson,1521.1,387.27,2023,2023,Lobbyist
44581,Jack-Ho,28799.36,2478.95,1987,1988,Operation-Manager
44582,Monica-Rhodes,19198.87,3330.64,2021,2023,Administration-Assistant
44583,Patty-Christian,27540.48,1435.51,2006,2018,Graphic-Designer
44584,Henry-Fox,22967.65,4148.96,2020,2020,Phytotherapist
44585,Mariah-Bates,13647.18,1287.48,2018,2020,Translator
44586,Nicholas-Wong,22796.24,6579.84,2004,2011,Metallurgist
44587,Sean-Hicks,16007.61,5784.49,2020,2022,Podiatrist
44588,John-Anderson,33552.09,6932.98,1995,2022,Physiotherapist
44589,Cassandra-Miller,23873.42,3697.75,1980,1980,Mudlogger
44590,Jodi-Hayes,10836.09,5550.03,1996,2009,Bookseller
44591,Phillip-Diaz,30619.7,6864.59,1980,1995,Mudlogger
44592,Richard-Guerrero,36684.6,2725.2,1980,2001,Midwife
44593,Carrie-Bates,37501.14,5369.24,1980,2011,Mudlogger
44594,Kaitlyn-Mcintyre,33671.03,593.74,1980,2009,Pharmacologist
44595,Parker-Rice,35028.35,2269.06,1981,2021,Herpetologist
44596,Katie-Barker,28620.32,2023.19,2005,2023,Gaffer
44597,Jon-Christian,35003.08,415.57,2006,2021,Programmer
44598,Mark-Rodriguez,32436.14,5157.16,1996,1999,Acupuncturist
44599,Jason-Gray,30107.36,1897.65,1999,2006,Actuary
44600,Allen-Hill,18074.69,3569.0,2013,2019,Optometrist
44601,Angie-Palmer,25973.31,918.03,2002,2022,Photographer
44602,Tasha-Soto,30750.28,5343.2,1986,2019,Bookseller
44603,Jacob-Flores,30532.59,3428.44,1998,2003,Actuary
44604,Anthony-Gibson,20747.64,2255.62,1987,1991,Operation-Manager
44605,Carol-Soto,36822.87,1561.51,1986,2017,Paramedic
44606,Cody-Kaiser,29994.68,4863.81,1987,1998,Firefighter
44607,Denise-Watson,22070.37,2123.35,2011,2011,Dentist
44608,Seth-Benson,17949.51,1747.48,2018,2020,Mechanical-Engineer
44609,Gwendolyn-Morrow,5393.02,2319.94,2021,2023,Pharmacologist
44610,Gina-Parks,31209.25,4038.28,1989,2008,Homeopath
44611,Sierra-Johnson,37558.58,6743.96,1981,2022,Artist
44612,Margaret-Rice,31008.27,2472.55,2004,2011,Curator
44613,Natalie-Allen,28237.69,6749.52,1980,1990,Marketing-Manager
44614,Chad-Christian,14453.85,6386.04,1991,1998,Cybersecurity-Expert
44615,Randy-Weber,35281.45,3848.76,1980,1991,Pharmacologist
44616,Jesse-Davis,13436.68,5468.73,2006,2006,Mudlogger
44617,Zachary-Walker,20562.92,1134.02,1992,2007,Software-Engineer
44618,Alice-Hayes,14369.94,6696.99,1991,1991,Cybersecurity-Expert
44619,Kathleen-Hayes,34427.18,3560.5,1989,2023,Paramedic
44620,Jodi-Bates,15933.62,1905.59,1982,1994,Copy
44621,Calvin-Kaiser,5312.98,5247.4,2003,2023,Herbalist
44622,Amy-Wilkinson,27963.42,750.88,2003,2016,Archivist
44623,Joyce-Pena,34447.1,5188.64,1985,2009,Administrator
44624,Eddie-Soto,4387.87,190.4,2023,2023,Solicitor
44625,Rhonda-Marsh,13932.44,3582.34,2021,2022,Printmaker
44626,Randy-Allen,24589.97,5052.9,1995,2018,Bookseller
44627,Cassandra-Mcdonald,18692.03,4371.19,1982,1982,Copy
44628,Henry-Woods,4901.77,4729.92,2008,2019,Herpetologist
44629,Jon-Baker,3390.81,1204.14,2023,2023,Pathologist
44630,Randall-Elliott,24972.75,374.74,1982,2023,Copy
44631,Amy-Martinez,22252.49,3919.14,1989,2020,Neurosurgeon
44632,Kevin-Munoz,36589.07,5133.71,1985,2008,Neurosurgeon
44633,Lauren-Nelson,9755.67,6059.98,2023,2023,Archivist
44634,Nichole-Young,9715.06,5069.93,2016,2020,Mudlogger
44635,Nancy-Banks,14555.72,4984.66,2013,2014,Chiropodist
44636,Francis-Hayes,29122.87,4371.95,2020,2020,Podiatrist
44637,Dustin-Harrison,4416.98,3204.39,2023,2023,Animator
44638,Shelby-Davis,35035.78,6373.42,1993,2008,Recruitment-Specialist
44639,Jeffrey-Howell,11887.18,5816.1,2001,2011,Ecologist
44640,Albert-Harrison,13065.65,5082.36,2007,2013,Haematologist
44641,Paul-Trevino,17224.39,658.7,2023,2023,Cytogeneticist
44642,Jimmy-Murphy,34487.54,302.96,1980,1985,Astronomer
44643,Courtney-Gray,35216.82,1945.77,1981,2008,Geochemist
44644,Cassandra-Newman,30646.95,3368.51,1985,1993,Software-Engineer
44645,Cody-Kaiser,36729.16,2204.01,1980,2003,Dancer
44646,Breanna-Marsh,34374.47,5230.52,1981,2013,Archaeologist
44647,Heather-Odom,25295.65,3435.88,1984,2020,Banker
44648,Lucas-Soto,32784.53,1608.33,1982,1982,Ecologist
44649,Alison-Pena,4972.87,4816.88,1988,1994,Geochemist
44650,Edward-Patel,37726.93,1542.8,1980,2013,Barista
44651,Betty-Fernandez,34947.34,3091.39,1980,1988,Ergonomist
44652,Audrey-Gray,14635.97,5110.72,1994,2021,Quality manager
44653,Shannon-Diaz,15036.13,3518.15,2014,2019,Psychiatrist
44654,Wanda-Phillips,33825.98,6710.03,1985,1999,Software-Engineer
44655,Adam-Jones,21507.81,305.99,1984,2002,Osteopath
44656,Timothy-Lindsey,12813.61,2956.74,2002,2002,Photographer
44657,Cory-Lindsey,3739.74,2087.82,2023,2023,Archivist
44658,Jenna-Smith,35471.75,4045.15,1988,1990,Homeopath
44659,Nancy-Green,21307.43,6504.6,2001,2011,Physiotherapist
44660,Cesar-Miller,9996.58,3092.65,2023,2023,Counsellor
44661,Dan-Ho,8377.84,4680.03,2013,2020,Land
44662,Ian-Morris,11956.46,6199.36,2016,2017,Ophthalmologist
44663,Angela-Rice,18341.95,727.51,2015,2018,Programmer
44664,Gene-Young,26980.19,1325.47,1980,2000,Ergonomist
44665,Wayne-Mathis,37563.83,3405.39,1980,2006,Lexicographer
44666,Nancy-Watts,3785.02,848.88,2023,2023,Bookseller
44667,Jill-Stevenson,17938.06,1137.48,2013,2019,Chiropodist
44668,Ian-Serrano,9548.84,2071.59,2022,2023,Mechanical-Engineer
44669,Crystal-Rodriguez,35985.53,5023.27,1980,2018,Midwife
44670,Rachel-Hunt,16998.91,1948.57,1989,1996,Pharmacologist
44671,Brenda-Sexton,26586.18,6046.14,1986,2020,Barrister
44672,Charles-Anderson,25672.65,5487.7,1998,2014,Orthoptist
44673,Rachel-Mathis,11908.29,2667.78,2023,2023,Artist
44674,Michele-Herrera,27328.12,3043.5,2009,2018,Printmaker
44675,Cheryl-Malone,24187.63,4878.24,1989,2021,Neurosurgeon
44676,Lucas-Davis,27742.7,1837.73,2006,2018,Dietitian
44677,Francis-Guerrero,16214.72,5408.33,2011,2019,Land
44678,Alicia-Serrano,32576.36,3596.06,1986,1991,Firefighter
44679,Jonathan-Robinson,28646.25,4016.15,1981,2010,Immunologist
44680,Carol-Anderson,13229.74,973.61,2023,2023,Astronomer
44681,Albert-Stevenson,37009.81,2443.33,1980,1986,Counsellor
44682,Johnny-Dixon,36852.19,498.0,2019,2020,Podiatrist
44683,Jessica-Serrano,21277.23,4444.6,1980,1998,Barista
44684,John-Trevino,30907.74,2613.71,1996,2003,Actuary
44685,Holly-Rice,7860.86,1949.2,2020,2022,Haematologist
44686,Austin-Gibson,4346.59,2713.27,2021,2023,Interpreter
44687,Betty-Thomas,34845.2,6668.19,1995,2023,Physiotherapist
44688,Andre-Guerrero,11252.36,569.16,2000,2014,Barista
44689,Dana-Klein,30020.17,1515.19,1985,2006,Production-Manager
44690,Nicole-Wolfe,6463.6,3425.9,2022,2022,Actor
44691,Loretta-Sexton,36191.52,4577.89,1980,2014,Archaeologist
44692,Maxwell-Martin,23243.96,2329.36,2020,2020,Phytotherapist
44693,George-Riley,9923.62,5583.04,2011,2021,Paramedic
44694,Karen-Lindsey,12167.99,3140.08,2019,2021,Cartographer
44695,Jacob-Coffey,29277.02,5402.35,2010,2018,Programmer
44696,Jon-Newman,4014.98,3842.55,2023,2023,Dietitian
44697,Dana-Hester,14931.49,5205.14,2021,2021,Printmaker
44698,Rachel-Morrow,32408.74,5750.31,1982,2023,Herpetologist
44699,Keith-Diaz,26197.48,3274.62,2018,2023,Hydrologist
44700,Tonya-Wong,7673.33,4961.44,2019,2019,Make
44701,Beverly-Bennett,3235.79,345.07,2023,2023,Psychiatrist
44702,Gene-Elliott,10886.86,4701.4,2022,2023,Phytotherapist
44703,Edwin-Davis,34928.42,1416.74,1981,1996,Counsellor
44704,Francis-Gonzalez,31534.26,4109.97,2016,2022,Administration-Assistant
44705,Peter-Barrera,21008.5,5363.08,1992,2018,Herpetologist
44706,Veronica-Weber,2513.57,1519.71,2023,2023,Lobbyist
44707,Jose-Barrera,20156.25,6522.46,2009,2015,Recruitment-Specialist
44708,Edwin-Morris,15156.34,3723.42,1983,1987,Architect
44709,Randall-Alvarez,27713.8,306.97,1981,1993,Immunologist
44710,Vanessa-Mcintyre,27511.54,227.48,1988,1997,Land
44711,Allen-Smith,36998.76,3747.02,1980,1991,Archivist
44712,Melanie-Barker,4572.02,109.2,2022,2022,Arboriculturist
44713,Nichole-Stevenson,6611.96,425.03,2023,2023,Toxicologist
44714,Randall-Hale,21662.46,5332.15,1989,1990,Neurosurgeon
44715,Michael-Mcdonald,5023.85,3602.12,1987,2018,Statistician
44716,Taylor-Marsh,25929.85,2225.11,1995,2000,Bookseller
44717,Jenna-Watts,17604.39,3814.27,2001,2021,Actor
44718,Caroline-Gonzalez,26542.94,1085.93,1981,1999,Immunologist
44719,Johnathan-Stevenson,24743.41,3152.97,2008,2015,Dietitian
44720,Meredith-Riley,9478.28,5074.04,2020,2023,Neurosurgeon
44721,Kevin-Dixon,3390.88,2020.94,1983,2021,Immunologist
44722,Wanda-Coffey,6820.43,6725.81,2022,2023,Banker
44723,Gary-Mcintyre,37299.57,271.66,1987,1992,Translator
44724,Carrie-Palmer,15153.76,5437.14,1989,2005,Pharmacologist
44725,Shelby-Gallagher,20180.34,1998.76,1984,2016,Arboriculturist
44726,Renee-Costa,29185.32,2390.13,1995,1998,Herbalist
44727,Christopher-Patel,17069.79,4140.69,2006,2006,Marketing-Manager
44728,Victor-Kaiser,18331.12,6375.45,1989,1991,Production-Manager
44729,Gwendolyn-White,18948.95,1066.53,2001,2001,Lexicographer
44730,Breanna-Serrano,9434.79,2992.29,2021,2023,Gaffer
44731,Beverly-Fernandez,17656.49,4369.97,2020,2022,Firefighter
44732,Cody-Baker,15655.44,5926.85,2016,2016,Musician
44733,Jonathan-White,6107.38,3154.58,2021,2023,Homeopath
44734,Andre-Christian,10352.54,4058.15,2018,2022,Make
44735,Corey-Baker,4845.91,2309.34,2023,2023,Land
44736,Michelle-Gibson,13009.45,5411.69,2009,2019,Chiropractor
44737,April-Guerrero,12645.39,2880.62,2001,2020,Ecologist
44738,Kristina-Lindsey,13579.79,6549.1,1995,2011,Quality manager
44739,Mitchell-Newman,13501.64,2900.27,2021,2023,Printmaker
44740,Mary-Green,19757.34,5582.1,2012,2013,Psychiatrist
44741,Kristen-Christensen,23299.38,1584.29,1980,2021,Barista
44742,Scott-Young,28699.58,1574.59,1996,1996,Phytotherapist
44743,Jenna-Mcintyre,3457.84,857.81,2021,2022,Marketing-Manager
44744,Edwin-Fernandez,21792.02,4645.25,1995,1998,Ecologist
44745,Jack-Gray,11846.57,4817.64,2019,2022,Curator
44746,Richard-Barrera,21534.45,1340.65,1982,2015,Copy
44747,Angel-Hester,30281.92,2252.37,1980,2014,Ergonomist
44748,Michelle-Murphy,12472.42,2568.26,2010,2010,Lawyer
44749,Barbara-Wong,11065.17,5058.83,2021,2021,Musician
44750,Gregg-Walker,14392.69,6511.32,1998,2019,Acupuncturist
44751,Samuel-Peterson,8359.52,5784.73,2003,2023,Lexicographer
44752,Johnathan-Guerrero,15687.79,1863.31,2019,2020,Administrator
44753,Austin-Mathis,31502.58,3569.86,1984,2016,Meteorologist
44754,Laura-Klein,29942.21,3724.58,2016,2023,Administration-Assistant
44755,Matthew-Rhodes,11750.88,4727.44,2004,2010,Paramedic
44756,Briana-Harrison,18141.01,4981.65,2018,2022,Mechanical-Engineer
44757,Calvin-Alvarez,2109.78,2067.6,2023,2023,Psychotherapist
44758,Valerie-Benson,27903.1,4537.26,2005,2008,Chiropractor
44759,Seth-Newman,12718.94,5349.27,1980,1990,Ergonomist
44760,Keith-Klein,15516.06,3040.32,2013,2015,Arboriculturist
44761,Dana-Fox,23750.96,2012.06,2004,2006,Psychiatrist
44762,Heather-Newman,7398.89,188.61,2013,2015,Land
44763,Kristy-Pena,24946.36,5896.29,1984,2015,Arboriculturist
44764,Troy-Stevenson,13290.09,1991.66,2019,2023,Pathologist
44765,Sheryl-Woods,37063.73,4493.92,1982,2002,Neurosurgeon
44766,Sabrina-Rodriguez,25079.4,764.67,1987,2019,Operation-Manager
44767,Antonio-Walton,33326.28,6063.3,1980,1989,Geoscientist
44768,Julia-Rhodes,27181.39,1675.58,1986,2022,Archaeologist
44769,Alyssa-Odom,27065.96,947.18,1988,2014,Oncologist
44770,Carrie-Walton,25858.04,3166.13,2002,2017,Photographer
44771,Diane-Alvarez,13084.12,6521.95,2007,2023,Haematologist
44772,Cindy-Davis,23280.2,2651.69,1988,1994,Production-Manager
44773,Samuel-Costa,7085.18,1758.7,1995,1995,Osteopath
44774,Anthony-Morris,35253.37,3255.23,1984,1985,Metallurgist
44775,Courtney-Walker,12101.84,4889.37,2001,2008,Quality manager
44776,Brenda-Rhodes,24761.47,939.72,1989,2003,Cybersecurity-Expert
44777,Kaitlyn-Miller,34976.27,5779.81,1989,2013,Paramedic
44778,Patrick-Walton,16961.23,2124.11,1993,1998,Oncologist
44779,Olivia-Martin,34360.06,581.38,1981,1997,Meteorologist
44780,Taylor-Marsh,8307.35,162.84,2019,2021,Pathologist
44781,Barbara-Gonzalez,36194.98,5627.2,1980,1988,Musician
44782,Gary-Green,12806.32,1431.96,2020,2020,Network-Administrator
44783,Shelby-Phillips,25431.47,5444.93,2006,2021,Lawyer
44784,Donna-Gibson,21287.34,6611.0,1996,2011,Bookseller
44785,Adam-Miller,26915.66,271.81,2006,2017,Recruitment-Specialist
44786,Bethany-Wilkinson,26959.46,1574.13,2006,2021,Recruitment-Specialist
44787,Thomas-Phillips,13171.3,1747.79,2001,2021,Paramedic
44788,Evan-Gray,16907.82,425.68,2005,2019,Meteorologist
44789,Cassidy-Rodriguez,6927.99,5488.52,2003,2006,Lexicographer
44790,Seth-Pena,20891.62,3922.67,1993,2021,Contractor
44791,Marc-Hicks,30236.55,2243.09,1983,2022,Herpetologist
44792,Morgan-Trevino,19313.69,6924.6,1993,2016,Contractor
44793,Olivia-Mitchell,16733.6,2690.9,2017,2017,Barrister
44794,Nichole-Flores,26911.83,6927.28,2015,2016,Musician
44795,Bobby-Coffey,17782.59,2233.93,1995,2013,Dancer
44796,Alexa-Wolfe,5957.29,4057.65,2023,2023,Neurosurgeon
44797,Christian-Jones,9112.83,6348.96,2011,2016,Land
44798,Katherine-Diaz,9539.32,6554.71,2022,2022,Firefighter
44799,Shelby-Watson,30342.38,6841.09,1986,2015,Oncologist
44800,Joanna-Rose,29346.99,4710.6,1980,2016,Pharmacologist
44801,Bobby-Soto,23023.87,5560.33,1981,1998,Oceanographer
44802,Leah-Walton,21441.57,966.93,1998,2010,Herbalist
44803,Travis-Phillips,23073.17,5727.51,2015,2018,Musician
44804,Barbara-Davis,37795.76,614.69,1980,1996,Sub
44805,Amber-Herrera,31135.5,110.17,1986,1991,Operation-Manager
44806,Danielle-Gibson,36653.6,4679.69,1994,2010,Haematologist
44807,Samantha-Christian,22177.62,6177.95,2011,2020,Dentist
44808,Jamie-Gibson,10249.88,2329.46,2023,2023,Toxicologist
44809,Angel-Hester,33497.03,1202.89,1981,1994,Immunologist
44810,Krista-Soto,35642.27,6931.08,1994,2020,Haematologist
44811,Alice-Hayes,30113.99,3151.19,1993,1996,Chiropodist
44812,Benjamin-Gonzalez,11279.63,4276.05,2015,2016,Neurosurgeon
44813,Gary-Phillips,20889.94,5166.04,1980,2009,Ergonomist
44814,Christopher-Patel,15011.48,4700.01,2017,2019,Make
44815,Monica-Miller,21191.72,4626.04,2022,2022,Artist
44816,Morgan-Kaiser,14515.91,542.51,2003,2016,Lexicographer
44817,Rachel-Ho,12032.4,668.84,2018,2019,Translator
44818,Dan-Weaver,14171.87,1115.18,1982,2007,Copy
44819,Kathryn-Trevino,12949.86,4526.54,1989,2003,Pharmacologist
44820,Albert-Martinez,24011.86,3344.63,2002,2022,Photographer
44821,Wanda-Dixon,10794.48,1220.89,2023,2023,Animator
44822,Matthew-Coffey,2958.83,427.36,2023,2023,Proofreader
44823,Jenna-Ho,33190.54,5308.79,2007,2022,Cartographer
44824,Allison-Flores,8152.13,2181.51,2023,2023,Solicitor
44825,Melissa-Pena,11408.18,4681.67,2023,2023,Solicitor
44826,Jack-Barker,20424.45,4324.66,1987,2001,Operation-Manager
44827,Tammy-Howell,24341.35,3775.12,2019,2020,Phytotherapist
44828,Patty-Jones,11955.77,874.77,1980,2021,Lobbyist
44829,Gary-Hicks,22599.87,885.94,2011,2021,Dentist
44830,Madison-Thomas,14695.57,1963.53,2023,2023,Administration-Assistant
44831,Susan-Johnson,9131.6,527.27,1982,2010,Immunologist
44832,Margaret-Shaw,4563.37,425.7,2019,2021,Ophthalmologist
44833,Marie-Bennett,21633.55,5910.98,2019,2021,Archivist
44834,Nicole-Young,27499.14,5827.03,2013,2016,Translator
44835,Natalie-Murphy,32832.64,4831.72,1987,2011,Dancer
44836,Gregory-Fox,13686.69,185.26,2017,2021,Counsellor
44837,Adrian-Oneill,25872.35,2579.12,1996,2007,Acupuncturist
44838,Gabrielle-Martin,7127.25,4350.99,2021,2023,Pharmacologist
44839,Meredith-Shaw,2713.89,1646.29,1986,2001,Ergonomist
44840,Luis-Sexton,12816.85,3187.33,2022,2022,Geoscientist
44841,Amanda-Wolfe,23538.77,1053.86,1988,2011,Production-Manager
44842,Lauren-Hicks,9719.1,1010.14,2023,2023,Counsellor
44843,Janice-Green,33232.47,5178.8,1981,2006,Counsellor
44844,Aaron-Elliott,29220.56,1953.98,1981,1986,Geochemist
44845,Cindy-Woods,18460.82,5504.19,2019,2019,Metallurgist
44846,Carrie-Flores,26951.1,4336.7,2023,2023,Cytogeneticist
44847,Melanie-Bates,16261.4,4335.55,2019,2019,Cartographer
44848,Bryan-Woods,33561.27,1749.99,2012,2021,Make
44849,George-Klein,19165.53,5233.38,2015,2019,Make
44850,Brian-Hale,6859.25,5073.74,2023,2023,Translator
44851,Samuel-Coffey,23976.51,6688.26,1980,2003,Mudlogger
44852,Henry-Gonzalez,23077.53,1452.22,1999,2006,Orthoptist
44853,Julie-Oneill,31510.46,4821.7,2003,2004,Chiropractor
44854,Michele-Herrera,31744.34,2030.33,1982,2004,Dealer
44855,James-King,36028.47,2574.82,1981,2012,Administrator
44856,Heather-Howell,19197.47,2223.54,1997,2003,Acupuncturist
44857,Cassidy-Johnson,17276.55,567.49,2017,2021,Barrister
44858,Jasmine-Kaiser,35944.14,5392.58,1980,1991,Solicitor
44859,Natalie-Howell,7875.3,2777.43,2010,2022,Chiropractor
44860,Todd-Serrano,8977.41,6186.05,2003,2003,Acupuncturist
44861,Mariah-Ho,14430.43,1954.44,2012,2014,Dentist
44862,Theresa-Arias,32424.62,5091.77,1986,2006,Writer
44863,Brandon-Miller,21994.48,2169.72,2015,2021,Counsellor
44864,Danielle-Oneill,18016.82,6852.93,1982,1989,Copy
44865,Calvin-Hunt,24020.46,5838.83,1985,2007,Dealer
44866,Kimberly-Howell,24692.7,5480.05,1998,2021,Herbalist
44867,Ian-Coffey,13729.94,539.6,1994,1997,Herpetologist
44868,Jimmy-Mathis,30598.31,3439.73,1992,2011,Herbalist
44869,Manuel-Fox,13778.5,1070.75,2005,2022,Actor
44870,Gwendolyn-Kaiser,9452.12,297.3,2013,2018,Optometrist
44871,Donna-Newman,31859.15,2094.89,1983,2006,Hydrologist
44872,Caroline-Hunt,14225.49,6913.84,2019,2021,Cartographer
44873,George-Rose,12105.48,2945.17,2023,2023,Solicitor
44874,Nathaniel-Hester,25973.2,2158.91,1998,2020,Psychiatrist
44875,Alexa-King,12286.14,2613.81,2013,2015,Mudlogger
44876,Sarah-Young,27465.77,3542.34,2005,2007,Dramatherapist
44877,Kathryn-Thomas,34090.24,1187.65,1986,2017,Oncologist
44878,Tracy-Rhodes,7639.59,3171.88,2023,2023,Psychiatrist
44879,Anna-Allen,33964.71,3696.32,1986,2008,Orthoptist
44880,Monica-Anderson,18631.63,792.21,1992,2018,Quality manager
44881,Stacie-Mcintyre,8847.71,5530.11,1996,2013,Cybersecurity-Expert
44882,Courtney-Alvarez,33717.04,859.61,1980,1994,Cybersecurity-Expert
44883,Corey-Diaz,35070.95,5911.23,2010,2022,Artist
44884,Kristina-Watts,8745.47,2487.26,1995,2004,Writer
44885,Dustin-Parks,19292.18,3309.16,1996,2003,Banker
44886,Antonio-Howell,35464.07,1014.57,1986,1987,Psychotherapist
44887,Cassandra-Morris,15860.67,4031.57,1994,2013,Barista
44888,Nathaniel-Kaiser,21111.31,192.08,2009,2017,Recruitment-Specialist
44889,Sheryl-Shaw,27767.05,5746.24,2002,2017,Microbiologist
44890,Dustin-Hill,26497.0,485.9,1984,2019,Quality manager
44891,Joanna-Dixon,30938.06,4462.42,2002,2012,Microbiologist
44892,Karen-White,34880.94,6479.37,1980,1980,Oceanographer
44893,Troy-Morris,21557.89,4752.75,2021,2021,Astronomer
44894,Mariah-Weaver,26891.32,5022.24,1990,2003,Homeopath
44895,Julie-Diaz,20964.23,5956.52,2012,2020,Psychiatrist
44896,Dylan-Guerrero,27122.99,2040.54,2015,2022,Translator
44897,Allison-Jones,27250.56,4220.28,2014,2022,Make
44898,Shelby-Miller,6704.91,384.62,2010,2020,Chiropractor
44899,Christine-Palmer,14509.61,5528.1,2016,2017,Ophthalmologist
44900,Grant-Marsh,15098.81,4163.42,1992,2003,Homeopath
44901,Ian-Sexton,34757.94,5434.54,1989,1990,Actuary
44902,Rodney-Cook,7006.88,1744.45,2017,2021,Chiropodist
44903,Tyler-Rhodes,29383.27,1006.02,1980,2002,Barista
44904,Patrick-Thomas,23425.22,478.16,1989,2023,Cybersecurity-Expert
44905,Anne-Hill,24981.4,850.47,1996,2008,Physiotherapist
44906,Amy-Gibson,15835.43,1780.22,1994,2004,Oncologist
44907,Maxwell-Rhodes,11751.83,3132.33,2019,2019,Administrator
44908,Travis-Harrison,29227.21,279.61,1990,2012,Homeopath
44909,Christopher-Shaw,16065.09,3351.93,2016,2018,Ophthalmologist
44910,Gregg-Murphy,15171.76,5496.07,2012,2014,Dentist
44911,Ana-Weaver,4997.75,694.05,2020,2023,Illustrator
44912,April-Walton,36928.54,2033.9,1991,1993,Physiotherapist
44913,Tina-Morrow,22577.87,5607.82,1994,2008,Paramedic
44914,Keith-Munoz,3976.24,1362.17,1996,2019,Oncologist
44915,Wayne-Weaver,6207.78,5130.58,2023,2023,Proofreader
44916,Justin-Serrano,33603.28,3764.91,1991,1998,Psychotherapist
44917,Calvin-Parks,17783.53,6815.24,2009,2016,Printmaker
44918,Michael-Dixon,16312.33,1158.69,1981,2001,Oceanographer
44919,Kelly-Hale,24387.51,5505.35,1981,2004,Architect
44920,Samantha-Lindsey,12312.16,3501.53,2019,2021,Curator
44921,Yvette-Trevino,20038.37,860.99,1980,2007,Economist
44922,Gregg-Watts,22062.99,2551.58,2018,2020,Cartographer
44923,Mike-Marsh,29437.29,2884.99,2011,2018,Musician
44924,Christian-Munoz,10513.7,471.8,1995,2011,Herpetologist
44925,Annette-Morrow,12464.94,817.7,2021,2021,Mechanical-Engineer
44926,Donald-Allen,7816.14,4166.8,2021,2022,Optometrist
44927,Gregg-Arias,6853.81,2348.8,1996,2000,Oncologist
44928,Jared-Martin,34021.76,1029.92,1989,2015,Sub
44929,Deanna-Alvarez,29119.73,4352.87,1988,2022,Metallurgist
44930,Susan-Riley,13954.92,3176.65,2012,2020,Dentist
44931,Ricky-Perez,35841.24,887.67,1982,2003,Ecologist
44932,Amber-Morris,35409.7,4388.19,1990,2012,Gaffer
44933,Richard-Weaver,18565.75,1254.67,2021,2021,Phytotherapist
44934,Wayne-Oneill,30084.42,3980.01,1985,1985,Land
44935,Antonio-Sexton,10707.98,2305.81,2013,2019,Optometrist
44936,Annette-Baker,17624.49,2331.15,2020,2021,Firefighter
44937,Brandi-Taylor,22159.97,2956.78,1993,2007,Oncologist
44938,Latasha-Watson,33187.92,597.2,1996,2005,Haematologist
44939,Yvonne-Mcintyre,14761.52,2015.99,2023,2023,Animator
44940,Anna-Riley,30530.65,233.99,2002,2006,Microbiologist
44941,Wesley-Wong,14189.53,504.33,2007,2012,Haematologist
44942,Heather-Palmer,4655.8,1649.11,2023,2023,Cytogeneticist
44943,Tara-Robinson,34359.06,999.11,1984,1991,Writer
44944,Yvonne-Klein,21351.9,6382.71,1992,2014,Herpetologist
